Fecha,Producto,Región,Ventas
2024-07-26,D,Norte,295
2024-11-09,E,Norte,498
2024-01-22,B,Norte,70
2024-01-03,D,Este,457
2024-05-06,E,Norte,493
2024-10-23,B,Norte,459
2024-07-06,E,Centro,314
2024-12-27,E,Este,197
2024-01-14,D,Este,233
2024-01-12,B,Norte,276
2024-03-27,D,Este,341
2024-01-12,A,Sur,85
2024-01-25,A,Este,295
2024-10-27,B,Este,122
2024-08-30,E,Este,199
2024-05-01,D,Oeste,50
2024-05-26,D,Oeste,118
2024-02-24,B,Oeste,342
2024-08-25,B,Este,279
2024-12-21,A,Sur,260
2024-06-21,C,Este,121
2024-08-08,B,Norte,412
2024-04-28,C,Sur,145
2024-11-04,B,Oeste,446
2024-07-01,E,Centro,133
2024-10-14,E,Sur,277
2024-11-02,A,Oeste,348
2024-10-26,A,Sur,285
2024-03-22,C,Sur,342
2024-07-29,B,Este,271
2024-05-29,D,Norte,272
2024-02-06,A,Centro,330
2024-12-17,D,Oeste,270
2024-11-07,D,Sur,265
2024-12-26,B,Centro,280
2024-02-28,C,Sur,454
2024-05-10,B,Norte,218
2024-07-20,A,Centro,378
2024-08-30,D,Oeste,475
2024-02-04,B,Sur,91
2024-04-02,B,Norte,307
2024-07-25,B,Centro,245
2024-12-18,A,Sur,441
2024-11-27,C,Sur,145
2024-10-31,B,Oeste,366
2024-12-15,A,Norte,63
2024-07-31,D,Este,162
2024-06-07,E,Sur,126
2024-01-24,A,Centro,326
2024-10-19,E,Oeste,457
2024-01-04,B,Oeste,483
2024-08-07,B,Sur,478
2024-12-29,A,Sur,497
2024-01-20,E,Sur,369
2024-05-31,B,Este,459
2024-02-19,D,Sur,209
2024-06-25,C,Norte,362
2024-04-05,C,Centro,168
2024-04-14,B,Sur,486
2024-09-06,E,Este,210
2024-04-26,B,Centro,357
2024-12-19,E,Oeste,400
2024-08-15,D,Sur,195
2024-03-06,E,Centro,212
2024-11-30,B,Oeste,445
2024-09-18,D,Este,228
2024-10-21,A,Norte,138
2024-08-30,C,Sur,272
2024-07-04,B,Norte,315
2024-09-02,B,Este,288
2024-05-04,B,Centro,357
2024-09-24,D,Centro,83
2024-05-10,A,Este,420
2024-08-24,E,Este,216
2024-01-18,A,Sur,441
2024-02-09,D,Oeste,174
2024-01-21,B,Norte,273
2024-08-12,C,Norte,462
2024-12-20,B,Centro,199
2024-10-08,E,Centro,238
2024-01-08,C,Sur,92
2024-04-09,B,Este,482
2024-08-27,C,Norte,78
2024-03-27,A,Sur,411
2024-10-24,D,Centro,169
2024-01-14,B,Centro,386
2024-11-29,E,Norte,80
2024-01-02,A,Centro,230
2024-10-19,B,Centro,211
2024-11-20,A,Oeste,177
2024-02-10,E,Este,304
2024-11-13,B,Centro,343
2024-11-11,E,Oeste,490
2024-04-20,C,Sur,406
2024-01-14,E,Centro,437
2024-08-18,C,Sur,303
2024-03-24,B,Centro,179
2024-05-09,C,Norte,61
2024-08-18,B,Oeste,84
2024-11-21,B,Oeste,247
2024-05-24,D,Norte,297
2024-12-10,B,Este,159
2024-01-28,C,Oeste,377
2024-03-06,D,Sur,454
2024-06-11,D,Oeste,294
2024-08-16,B,Este,299
2024-09-17,E,Sur,415
2024-06-12,E,Sur,366
2024-10-27,D,Norte,212
2024-10-29,B,Centro,97
2024-10-13,E,Norte,448
2024-01-10,B,Centro,120
2024-07-13,B,Norte,448
2024-04-27,D,Centro,183
2024-09-26,D,Oeste,288
2024-03-20,A,Sur,117
2024-04-02,E,Centro,327
2024-09-22,E,Oeste,81
2024-11-27,E,Este,172
2024-12-15,C,Norte,71
2024-12-26,B,Este,204
2024-09-13,D,Oeste,159
2024-05-12,E,Este,320
2024-10-02,A,Este,429
2024-09-20,E,Oeste,349
2024-06-19,B,Sur,164
2024-01-01,B,Centro,269
2024-11-08,D,Norte,279
2024-03-04,C,Centro,301
2024-10-10,D,Norte,298
2024-04-30,E,Centro,58
2024-04-16,A,Este,83
2024-06-23,D,Sur,277
2024-07-22,C,Este,122
2024-06-13,D,Sur,448
2024-10-31,B,Oeste,495
2024-04-29,E,Norte,350
2024-02-13,E,Norte,261
2024-11-07,E,Oeste,121
2024-06-04,E,Centro,107
2024-07-25,E,Oeste,269
2024-04-17,E,Oeste,420
2024-09-07,A,Sur,324
2024-11-29,C,Oeste,298
2024-05-09,E,Norte,65
2024-10-19,C,Este,124
2024-01-20,E,Sur,155
2024-10-08,D,Sur,185
2024-10-11,E,Centro,466
2024-01-01,B,Este,123
2024-04-28,A,Sur,303
2024-02-04,D,Oeste,67
2024-07-16,D,Sur,468
2024-09-01,B,Sur,92
2024-02-28,E,Sur,99
2024-11-20,A,Centro,52
2024-06-09,D,Sur,281
2024-06-27,A,Sur,268
2024-07-24,D,Centro,108
2024-01-12,E,Este,333
2024-10-02,D,Norte,351
2024-06-29,D,Centro,113
2024-08-29,C,Centro,119
2024-08-03,E,Sur,352
2024-09-07,B,Sur,191
2024-10-25,B,Norte,440
2024-05-05,E,Sur,251
2024-08-04,B,Oeste,256
2024-11-01,E,Sur,464
2024-10-11,B,Sur,270
2024-07-03,C,Oeste,411
2024-02-08,B,Norte,295
2024-08-10,D,Oeste,130
2024-07-02,E,Centro,300
2024-06-26,A,Oeste,100
2024-10-20,A,Este,334
2024-12-05,E,Centro,418
2024-05-30,C,Sur,448
2024-05-05,B,Centro,433
2024-10-27,C,Norte,395
2024-11-03,A,Norte,253
2024-12-01,E,Oeste,74
2024-08-21,E,Centro,494
2024-01-08,C,Sur,90
2024-12-06,C,Norte,118
2024-05-08,B,Sur,53
2024-09-20,D,Este,289
2024-06-05,D,Norte,410
2024-12-17,B,Oeste,490
2024-12-23,D,Este,80
2024-01-05,A,Centro,436
2024-03-26,D,Sur,166
2024-06-23,B,Norte,244
2024-10-16,D,Este,139
2024-07-11,E,Este,227
2024-11-06,C,Norte,194
2024-04-28,A,Centro,493
2024-08-05,E,Centro,251
2024-04-23,E,Oeste,371
2024-05-24,B,Centro,393
2024-01-26,C,Oeste,252
2024-05-15,C,Este,73
2024-10-29,A,Norte,404
2024-08-19,B,Centro,465
2024-03-16,A,Oeste,154
2024-11-23,D,Este,324
2024-12-10,E,Centro,371
2024-10-28,A,Sur,109
2024-10-15,E,Este,420
2024-01-01,B,Centro,499
2024-05-26,D,Este,64
2024-10-13,B,Norte,134
2024-05-21,D,Norte,468
2024-02-22,D,Norte,246
2024-10-30,E,Sur,284
2024-03-09,B,Norte,460
2024-12-26,B,Sur,393
2024-03-30,A,Norte,312
2024-08-07,B,Este,55
2024-07-10,A,Centro,430
2024-03-03,C,Centro,338
2024-03-13,C,Norte,107
2024-06-09,C,Centro,482
2024-06-17,B,Norte,194
2024-03-29,B,Norte,415
2024-06-24,A,Oeste,91
2024-09-25,D,Oeste,399
2024-03-13,A,Oeste,249
2024-09-01,C,Sur,473
2024-03-17,A,Oeste,223
2024-06-07,D,Norte,434
2024-11-19,B,Este,384
2024-04-07,A,Oeste,144
2024-04-11,C,Oeste,266
2024-05-11,C,Este,160
2024-04-11,B,Norte,402
2024-01-19,A,Sur,229
2024-03-22,D,Oeste,212
2024-10-05,B,Este,168
2024-12-04,A,Norte,374
2024-12-30,E,Centro,438
2024-11-26,C,Sur,277
2024-05-08,D,Este,194
2024-12-09,D,Este,486
2024-11-05,D,Este,357
2024-03-29,C,Oeste,191
2024-07-31,A,Centro,171
2024-05-22,B,Sur,334
2024-03-05,A,Norte,441
2024-03-16,B,Norte,275
2024-07-17,D,Centro,409
2024-05-22,A,Este,306
2024-11-11,D,Este,334
2024-04-02,E,Este,469
2024-10-31,D,Este,484
2024-08-11,D,Este,214
2024-10-17,B,Centro,270
2024-04-11,E,Oeste,118
2024-09-23,D,Sur,358
2024-12-20,D,Este,273
2024-04-19,E,Oeste,173
2024-11-25,E,Norte,485
2024-09-21,A,Centro,393
2024-01-03,B,Oeste,388
2024-03-25,E,Este,61
2024-10-08,E,Este,101
2024-11-23,C,Este,178
2024-10-30,E,Oeste,184
2024-04-26,B,Este,194
2024-08-08,D,Oeste,176
2024-06-02,D,Este,275
2024-06-01,D,Norte,476
2024-01-12,D,Norte,120
2024-05-12,C,Sur,322
2024-10-30,E,Este,236
2024-10-19,D,Este,52
2024-10-26,A,Oeste,334
2024-08-15,D,Oeste,71
2024-09-27,E,Este,215
2024-02-12,D,Sur,359
2024-12-08,C,Este,412
2024-11-21,B,Oeste,483
2024-10-28,B,Este,295
2024-12-29,E,Oeste,283
2024-01-21,B,Este,374
2024-04-16,B,Centro,207
2024-12-01,A,Oeste,200
2024-10-29,E,Sur,262
2024-04-26,E,Centro,425
2024-05-03,B,Este,267
2024-10-07,B,Oeste,295
2024-10-18,B,Centro,352
2024-07-21,C,Sur,454
2024-02-20,D,Oeste,325
2024-09-27,C,Centro,200
2024-11-19,E,Centro,245
2024-10-03,A,Centro,454
2024-05-20,D,Norte,70
2024-10-01,A,Este,306
2024-10-16,E,Oeste,448
2024-11-29,E,Oeste,66
2024-02-21,A,Oeste,100
2024-01-27,A,Centro,496
2024-06-05,A,Este,319
2024-08-26,E,Sur,364
2024-06-04,B,Oeste,132
2024-10-17,A,Este,355
2024-05-15,D,Este,173
2024-05-23,E,Norte,339
2024-04-15,C,Oeste,311
2024-06-06,C,Centro,414
2024-05-25,D,Este,98
2024-01-02,B,Este,55
2024-03-17,A,Sur,166
2024-05-11,E,Norte,167
2024-03-30,A,Este,312
2024-12-10,E,Este,402
2024-12-15,C,Centro,484
2024-09-19,A,Centro,423
2024-12-16,D,Sur,178
2024-04-17,B,Sur,446
2024-03-14,D,Sur,220
2024-02-08,B,Centro,76
2024-06-07,A,Centro,248
2024-03-11,A,Norte,421
2024-11-07,B,Oeste,436
2024-08-28,C,Oeste,363
2024-10-24,E,Norte,394
2024-02-05,D,Oeste,146
2024-03-24,D,Centro,66
2024-09-19,D,Oeste,222
2024-11-05,A,Centro,150
2024-06-20,D,Norte,235
2024-06-21,E,Sur,233
2024-12-27,E,Norte,487
2024-02-16,B,Oeste,264
2024-05-20,A,Centro,300
2024-04-27,E,Oeste,265
2024-10-03,C,Oeste,78
2024-08-01,A,Sur,151
2024-08-07,A,Oeste,172
2024-01-26,E,Sur,103
2024-01-09,C,Centro,332
2024-09-27,B,Centro,151
2024-01-10,E,Sur,166
2024-04-30,C,Norte,153
2024-05-04,A,Centro,94
2024-06-18,C,Norte,163
2024-03-12,A,Centro,392
2024-05-31,E,Centro,80
2024-07-26,E,Este,213
2024-02-18,D,Oeste,238
2024-06-02,D,Oeste,342
2024-12-12,D,Norte,244
2024-10-19,E,Oeste,341
2024-03-08,B,Norte,424
2024-02-19,E,Centro,310
2024-05-31,C,Este,479
2024-01-19,E,Este,256
2024-04-09,E,Centro,101
2024-02-29,A,Sur,98
2024-06-15,A,Sur,55
2024-07-20,A,Oeste,428
2024-12-10,E,Norte,443
2024-05-25,B,Este,423
2024-06-12,C,Oeste,273
2024-08-29,C,Centro,72
2024-03-09,B,Este,194
2024-06-23,B,Norte,159
2024-02-18,C,Norte,261
2024-04-17,D,Sur,349
2024-08-13,A,Oeste,90
2024-06-09,A,Centro,448
2024-04-28,C,Este,221
2024-05-28,B,Norte,235
2024-05-29,D,Este,263
2024-10-19,C,Centro,355
2024-05-22,A,Este,101
2024-06-08,E,Oeste,119
2024-01-11,B,Sur,245
2024-05-17,E,Este,496
2024-03-18,C,Sur,491
2024-03-17,A,Centro,200
2024-09-10,D,Sur,477
2024-09-14,E,Este,158
2024-11-15,D,Este,167
2024-10-17,A,Norte,414
2024-09-19,E,Este,144
2024-03-25,D,Sur,305
2024-05-25,D,Norte,93
2024-11-18,E,Este,485
2024-02-11,A,Este,116
2024-05-04,D,Centro,205
2024-06-15,C,Norte,372
2024-08-28,E,Centro,255
2024-10-06,B,Centro,323
2024-07-06,B,Centro,204
2024-10-28,A,Oeste,228
2024-01-19,C,Centro,109
2024-03-08,D,Sur,123
2024-08-05,B,Este,98
2024-04-11,A,Oeste,320
2024-02-11,C,Centro,122
2024-10-14,C,Este,245
2024-06-15,A,Norte,448
2024-04-18,A,Norte,228
2024-02-05,D,Este,97
2024-08-19,A,Sur,121
2024-08-16,D,Este,162
2024-12-18,D,Este,294
2024-06-12,E,Oeste,434
2024-03-13,C,Norte,440
2024-05-15,C,Norte,358
2024-12-18,C,Centro,208
2024-03-10,E,Este,323
2024-07-14,D,Este,317
2024-09-25,D,Sur,353
2024-02-18,A,Norte,79
2024-11-11,E,Sur,146
2024-05-09,A,Oeste,300
2024-01-05,E,Centro,56
2024-01-27,A,Sur,141
2024-06-08,B,Norte,162
2024-05-28,C,Oeste,308
2024-09-20,C,Este,156
2024-08-17,D,Oeste,112
2024-07-18,B,Sur,439
2024-02-19,C,Norte,407
2024-03-07,D,Sur,320
2024-10-26,B,Este,248
2024-02-27,C,Este,476
2024-09-15,A,Norte,396
2024-12-07,E,Centro,386
2024-11-21,B,Oeste,195
2024-05-09,D,Oeste,455
2024-08-02,B,Este,110
2024-06-20,D,Sur,169
2024-09-14,B,Sur,110
2024-04-11,D,Centro,358
2024-07-27,C,Sur,75
2024-10-17,A,Oeste,164
2024-12-19,C,Sur,89
2024-10-12,A,Centro,393
2024-04-25,C,Oeste,165
2024-09-20,C,Sur,185
2024-05-29,B,Oeste,326
2024-10-26,E,Este,348
2024-02-05,D,Este,70
2024-11-28,D,Este,436
2024-10-13,D,Sur,80
2024-10-29,A,Centro,296
2024-11-06,D,Oeste,460
2024-07-26,D,Norte,76
2024-04-15,B,Este,122
2024-06-06,C,Este,490
2024-04-30,D,Norte,146
2024-02-24,E,Norte,210
2024-01-12,D,Sur,395
2024-05-24,A,Oeste,349
2024-05-15,A,Este,348
2024-01-03,A,Centro,336
2024-05-23,D,Sur,422
2024-01-30,B,Sur,498
2024-08-24,E,Centro,261
2024-10-05,D,Centro,125
2024-12-13,B,Centro,450
2024-04-24,B,Norte,192
2024-04-13,D,Este,83
2024-04-27,D,Norte,385
2024-01-05,B,Este,53
2024-12-25,B,Norte,377
2024-09-04,B,Oeste,147
2024-12-29,D,Este,415
2024-11-16,B,Sur,266
2024-04-30,A,Este,77
2024-10-12,D,Este,250
2024-05-28,A,Este,435
2024-03-24,C,Oeste,322
2024-08-18,D,Norte,363
2024-10-14,C,Sur,176
2024-06-09,B,Norte,251
2024-09-28,B,Norte,58
2024-02-07,E,Centro,336
2024-08-13,B,Oeste,499
2024-05-21,C,Centro,137
2024-10-18,B,Oeste,367
2024-05-30,D,Norte,68
2024-04-23,B,Norte,130
2024-08-24,E,Oeste,156
2024-03-06,B,Norte,360
2024-12-26,C,Norte,461
2024-12-06,C,Sur,279
2024-09-14,B,Centro,161
2024-09-05,C,Centro,269
2024-11-26,C,Centro,172
2024-11-18,E,Este,293
2024-06-28,D,Sur,227
2024-07-08,E,Centro,114
2024-06-02,A,Centro,429
2024-07-14,E,Sur,52
2024-11-06,B,Norte,256
2024-09-18,D,Centro,485
2024-05-22,B,Norte,443
2024-12-07,A,Centro,70
2024-11-11,D,Oeste,342
2024-04-10,C,Este,64
2024-08-31,E,Centro,392
2024-01-12,B,Oeste,255
2024-08-26,A,Sur,251
2024-02-18,C,Oeste,169
2024-02-11,E,Sur,186
2024-06-14,C,Centro,349
2024-03-22,E,Sur,344
2024-10-17,D,Oeste,438
2024-06-06,C,Este,74
2024-08-03,C,Norte,361
2024-06-06,C,Norte,283
2024-05-13,D,Este,170
2024-03-07,A,Norte,139
2024-12-01,E,Centro,369
2024-01-07,C,Centro,249
2024-01-14,D,Oeste,229
2024-03-13,A,Oeste,394
2024-06-11,E,Sur,417
2024-03-06,D,Oeste,125
2024-12-12,E,Centro,186
2024-05-09,C,Oeste,187
2024-07-24,A,Norte,59
2024-10-02,D,Sur,250
2024-09-12,A,Sur,367
2024-09-22,C,Centro,395
2024-01-25,A,Oeste,268
2024-10-07,A,Norte,109
2024-09-09,B,Oeste,196
2024-11-05,A,Este,156
2024-10-15,E,Oeste,87
2024-06-12,D,Centro,183
2024-04-04,B,Oeste,448
2024-09-26,D,Sur,270
2024-11-16,D,Norte,352
2024-04-19,C,Centro,478
2024-12-01,C,Este,182
2024-11-05,B,Norte,383
2024-08-25,C,Norte,102
2024-01-25,C,Sur,499
2024-05-20,C,Sur,111
2024-04-26,D,Sur,72
2024-01-25,B,Centro,93
2024-03-19,D,Oeste,357
2024-03-08,E,Norte,95
2024-06-21,D,Oeste,196
2024-01-12,E,Oeste,265
2024-10-14,A,Sur,389
2024-05-07,A,Oeste,96
2024-04-05,E,Norte,396
2024-04-01,E,Norte,357
2024-05-20,D,Este,73
2024-01-31,E,Centro,194
2024-11-29,B,Oeste,138
2024-01-20,A,Centro,223
2024-05-25,A,Centro,113
2024-11-11,E,Centro,168
2024-06-08,C,Centro,272
2024-12-14,C,Norte,205
2024-02-12,E,Oeste,227
2024-09-10,B,Este,369
2024-05-09,C,Centro,461
2024-02-29,E,Este,391
2024-05-30,B,Norte,105
2024-10-13,B,Norte,108
2024-01-05,D,Sur,438
2024-09-22,B,Centro,487
2024-12-10,C,Sur,477
2024-05-09,C,Este,475
2024-09-23,E,Oeste,430
2024-06-26,E,Sur,269
2024-09-09,B,Norte,234
2024-02-25,A,Centro,96
2024-03-23,D,Este,426
2024-04-08,A,Norte,458
2024-05-28,B,Oeste,151
2024-11-24,B,Centro,93
2024-06-04,A,Oeste,64
2024-07-08,D,Oeste,285
2024-09-19,A,Centro,410
2024-03-20,E,Centro,100
2024-09-08,C,Oeste,358
2024-04-06,E,Este,83
2024-09-16,C,Centro,173
2024-09-16,B,Norte,126
2024-04-12,D,Sur,441
2024-02-09,A,Este,172
2024-09-29,D,Centro,254
2024-04-10,A,Centro,277
2024-12-24,E,Este,119
2024-11-03,E,Sur,279
2024-08-08,A,Oeste,70
2024-11-03,D,Norte,157
2024-05-03,A,Centro,413
2024-08-18,B,Sur,290
2024-06-26,E,Norte,300
2024-03-03,B,Este,184
2024-04-25,E,Centro,139
2024-07-09,E,Oeste,128
2024-03-02,C,Este,489
2024-09-12,B,Centro,226
2024-01-07,B,Sur,347
2024-06-03,C,Norte,456
2024-04-01,D,Norte,357
2024-01-14,B,Centro,151
2024-08-16,A,Este,410
2024-03-26,C,Oeste,384
2024-05-12,B,Sur,161
2024-07-01,D,Centro,230
2024-03-02,B,Sur,153
2024-08-06,E,Norte,65
2024-09-02,A,Oeste,145
2024-08-17,C,Sur,342
2024-03-19,E,Centro,195
2024-05-28,D,Oeste,453
2024-05-17,E,Este,351
2024-11-09,E,Centro,51
2024-03-05,D,Sur,168
2024-01-13,E,Oeste,392
2024-07-31,C,Centro,143
2024-08-29,B,Oeste,240
2024-07-31,E,Oeste,52
2024-06-29,C,Oeste,479
2024-12-03,B,Sur,160
2024-06-21,B,Centro,226
2024-06-08,E,Norte,306
2024-06-12,C,Norte,410
2024-07-06,E,Sur,71
2024-07-09,D,Sur,447
2024-11-03,B,Oeste,269
2024-09-12,E,Centro,222
2024-07-01,B,Centro,273
2024-04-26,C,Este,439
2024-10-08,A,Este,114
2024-07-14,E,Norte,326
2024-02-03,E,Este,298
2024-02-21,B,Este,309
2024-04-21,C,Norte,180
2024-09-08,D,Norte,162
2024-03-22,C,Este,335
2024-08-19,E,Centro,336
2024-08-14,D,Este,467
2024-08-20,C,Oeste,260
2024-08-08,A,Oeste,69
2024-02-11,B,Oeste,264
2024-01-21,C,Sur,359
2024-02-11,C,Oeste,300
2024-04-22,A,Centro,431
2024-04-14,E,Sur,458
2024-07-10,B,Sur,320
2024-01-17,C,Oeste,471
2024-04-29,D,Este,456
2024-05-08,C,Norte,229
2024-05-09,B,Este,243
2024-02-29,C,Este,490
2024-02-17,A,Sur,362
2024-01-29,C,Sur,128
2024-04-06,C,Sur,229
2024-01-10,D,Centro,212
2024-08-29,A,Centro,251
2024-11-09,A,Norte,63
2024-08-19,C,Sur,396
2024-10-03,D,Oeste,295
2024-10-10,C,Sur,63
2024-07-21,C,Centro,148
2024-09-03,B,Sur,82
2024-10-16,B,Centro,485
2024-09-20,D,Sur,306
2024-08-01,E,Oeste,83
2024-07-18,B,Norte,68
2024-03-19,E,Oeste,201
2024-12-08,A,Centro,309
2024-12-09,B,Este,213
2024-06-21,B,Oeste,126
2024-03-09,D,Sur,363
2024-03-27,E,Norte,465
2024-04-10,B,Sur,186
2024-01-08,B,Sur,408
2024-11-28,D,Oeste,257
2024-07-18,D,Norte,291
2024-03-27,E,Este,116
2024-02-12,A,Sur,165
2024-04-18,A,Norte,453
2024-05-31,C,Este,251
2024-01-17,B,Sur,425
2024-05-12,E,Norte,299
2024-05-27,B,Oeste,495
2024-10-03,E,Sur,491
2024-08-19,E,Sur,327
2024-11-09,E,Norte,161
2024-08-15,B,Sur,380
2024-05-18,D,Este,283
2024-07-29,B,Sur,225
2024-01-28,E,Centro,441
2024-02-20,C,Este,192
2024-09-17,A,Norte,81
2024-09-17,E,Este,230
2024-12-15,C,Centro,116
2024-12-17,D,Centro,53
2024-01-08,E,Sur,335
2024-11-15,C,Sur,318
2024-05-17,E,Oeste,285
2024-02-07,B,Este,326
2024-04-20,C,Oeste,90
2024-08-07,B,Centro,170
2024-12-02,B,Sur,324
2024-08-10,C,Sur,280
2024-05-15,A,Sur,353
2024-09-12,C,Norte,135
2024-12-25,A,Centro,112
2024-11-24,E,Sur,453
2024-02-18,E,Centro,241
2024-10-18,C,Sur,342
2024-11-19,E,Este,80
2024-03-18,D,Centro,379
2024-04-14,B,Oeste,195
2024-06-17,B,Norte,156
2024-08-04,A,Oeste,408
2024-04-28,E,Centro,159
2024-07-08,A,Sur,325
2024-09-11,B,Centro,259
2024-09-22,B,Norte,188
2024-05-28,E,Centro,135
2024-06-12,D,Sur,93
2024-05-19,D,Oeste,131
2024-12-12,E,Este,113
2024-09-14,E,Oeste,427
2024-09-25,A,Sur,467
2024-06-29,E,Sur,392
2024-06-08,D,Norte,370
2024-12-16,E,Centro,104
2024-10-14,A,Centro,123
2024-10-14,A,Oeste,422
2024-08-13,A,Este,178
2024-01-11,A,Este,305
2024-01-10,C,Norte,471
2024-09-27,E,Sur,280
2024-09-29,B,Norte,186
2024-07-01,E,Centro,400
2024-06-01,C,Sur,450
2024-11-10,A,Norte,404
2024-11-29,C,Oeste,161
2024-05-03,D,Centro,357
2024-04-23,D,Este,195
2024-10-04,E,Norte,496
2024-07-31,E,Centro,82
2024-06-20,B,Centro,309
2024-10-14,B,Este,136
2024-06-22,D,Este,380
2024-04-22,A,Este,485
2024-05-01,C,Norte,314
2024-02-01,B,Este,369
2024-08-09,B,Oeste,79
2024-04-28,A,Centro,441
2024-02-08,A,Este,281
2024-09-24,E,Centro,438
2024-08-20,C,Sur,125
2024-01-18,A,Sur,496
2024-05-28,B,Este,178
2024-05-28,B,Centro,320
2024-05-05,D,Sur,138
2024-10-28,A,Este,471
2024-12-25,E,Centro,219
2024-08-25,C,Este,177
2024-05-14,E,Centro,223
2024-05-30,B,Sur,486
2024-08-23,E,Este,75
2024-08-11,B,Sur,110
2024-07-21,B,Este,428
2024-09-12,B,Norte,116
2024-03-26,B,Sur,487
2024-05-29,B,Sur,455
2024-08-22,D,Oeste,75
2024-12-10,E,Sur,132
2024-01-22,D,Centro,413
2024-12-13,D,Este,416
2024-10-11,A,Norte,109
2024-09-25,A,Centro,88
2024-09-14,A,Centro,172
2024-01-29,C,Centro,341
2024-07-31,A,Centro,326
2024-10-09,E,Norte,474
2024-02-19,D,Oeste,423
2024-04-04,E,Sur,353
2024-03-28,A,Centro,331
2024-02-13,C,Sur,240
2024-10-04,C,Sur,341
2024-06-19,D,Centro,201
2024-07-07,E,Oeste,433
2024-12-18,B,Sur,282
2024-07-02,E,Este,454
2024-01-03,A,Sur,195
2024-07-09,B,Centro,320
2024-04-27,C,Norte,384
2024-01-19,D,Sur,183
2024-01-23,D,Oeste,220
2024-01-30,C,Este,464
2024-10-21,A,Este,77
2024-04-17,C,Norte,185
2024-10-07,A,Norte,462
2024-05-07,B,Sur,454
2024-08-16,C,Centro,425
2024-04-20,A,Oeste,290
2024-05-15,B,Este,393
2024-12-27,C,Norte,491
2024-07-04,D,Oeste,493
2024-05-23,C,Centro,483
2024-03-12,E,Este,277
2024-05-08,C,Este,336
2024-12-29,E,Centro,352
2024-09-17,B,Este,83
2024-01-03,C,Centro,51
2024-04-13,B,Este,411
2024-08-11,B,Sur,244
2024-11-15,A,Centro,143
2024-12-27,B,Oeste,377
2024-12-19,B,Sur,357
2024-01-10,C,Oeste,184
2024-10-28,C,Este,253
2024-08-18,D,Oeste,299
2024-08-06,A,Sur,196
2024-03-06,B,Centro,395
2024-04-21,A,Norte,397
2024-01-13,E,Oeste,303
2024-03-26,B,Norte,448
2024-08-21,A,Oeste,383
2024-03-30,D,Oeste,225
2024-11-09,D,Centro,174
2024-02-23,B,Este,300
2024-01-12,E,Sur,447
2024-07-27,D,Sur,180
2024-01-14,D,Sur,99
2024-04-30,E,Este,142
2024-01-20,A,Norte,429
2024-03-15,D,Sur,359
2024-08-30,C,Norte,439
2024-08-10,D,Este,482
2024-03-10,A,Este,456
2024-11-07,A,Centro,269
2024-07-29,B,Sur,383
2024-04-10,C,Centro,383
2024-07-04,A,Sur,69
2024-05-11,E,Este,254
2024-04-20,C,Este,140
2024-05-11,C,Oeste,493
2024-01-20,E,Oeste,404
2024-01-24,D,Este,222
2024-08-14,E,Este,238
2024-06-02,E,Norte,361
2024-10-19,D,Norte,51
2024-08-17,D,Centro,410
2024-11-05,D,Oeste,478
2024-12-24,D,Oeste,217
2024-07-20,D,Este,417
2024-02-07,E,Este,73
2024-09-16,B,Centro,462
2024-07-06,B,Oeste,414
2024-02-26,A,Norte,117
2024-01-20,B,Sur,419
2024-09-29,B,Centro,243
2024-04-28,E,Sur,133
2024-03-11,D,Norte,487
2024-01-04,D,Norte,486
2024-08-08,E,Sur,256
2024-01-14,B,Centro,98
2024-01-03,E,Sur,81
2024-08-03,A,Centro,366
2024-08-16,D,Centro,219
2024-12-01,C,Este,178
2024-07-04,A,Oeste,496
2024-02-24,A,Oeste,151
2024-09-10,E,Norte,84
2024-01-24,B,Este,356
2024-06-10,D,Oeste,248
2024-06-06,C,Centro,350
2024-03-22,A,Centro,126
2024-06-07,C,Sur,418
2024-07-06,B,Sur,370
2024-02-29,B,Centro,63
2024-10-31,C,Centro,398
2024-11-14,D,Sur,180
2024-07-29,B,Oeste,287
2024-05-31,C,Norte,329
2024-04-18,A,Sur,114
2024-03-16,C,Oeste,481
2024-01-30,C,Oeste,187
2024-11-09,E,Oeste,318
2024-04-26,B,Este,277
2024-12-21,D,Este,250
2024-07-10,D,Oeste,191
2024-01-19,E,Centro,149
2024-06-21,D,Este,187
2024-08-15,C,Sur,217
2024-12-15,E,Este,456
2024-07-01,A,Centro,148
2024-04-22,B,Norte,360
2024-07-01,B,Este,368
2024-05-25,B,Oeste,376
2024-11-14,C,Oeste,475
2024-04-25,A,Oeste,404
2024-04-22,E,Norte,115
2024-09-07,E,Centro,384
2024-09-07,B,Sur,378
2024-10-29,A,Centro,96
2024-11-08,A,Norte,386
2024-04-27,A,Oeste,431
2024-10-27,D,Centro,280
2024-06-09,D,Sur,357
2024-07-16,B,Oeste,195
2024-09-16,A,Sur,256
2024-05-27,A,Este,195
2024-08-27,E,Sur,201
2024-02-16,E,Oeste,328
2024-07-16,B,Este,189
2024-02-16,A,Oeste,200
2024-03-18,B,Oeste,70
2024-05-03,E,Este,303
2024-03-15,E,Sur,113
2024-12-24,D,Norte,267
2024-05-16,B,Norte,121
2024-03-30,B,Norte,211
2024-11-20,A,Norte,179
2024-03-01,A,Centro,118
2024-05-17,D,Norte,464
2024-02-19,C,Este,274
2024-09-15,C,Norte,295
2024-04-16,C,Oeste,117
